id,reference,name,brand_id,brand_name,gender,description,price,image_url,is_available,created_at,updated_at
384,1101,Loverdose,95,Diesel,Women,,,photos/Fragrances/loverdose.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:46.670671+00
385,1102,Redkiss,95,Diesel,Women,,,photos/Fragrances/redkiss.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:46.760783+00
386,1103,Marc Jacobs Decadence,96,Marc Jacobs,Women,,,photos/Fragrances/Marc Jacobs Perfect Intense.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:46.834611+00
387,1104,Marc Jacobs Perfect,96,Marc Jacobs,Women,,,photos/Fragrances/Marc Jacobs Perfect Intense.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:46.920639+00
388,1105,Helena,,,Women,,,photos/Fragrances/helena.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:46.995879+00
389,1106,Choo,97,Jimmy Choo,Women,,,photos/Fragrances/jimmy choo.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.070623+00
390,1107,5Th Avenue,98,Elisabeth Arden,Women,,,photos/Fragrances/5th avenue.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.151038+00
391,1108,Eau Des Bienfaits,99,Roger Gallet,Women,,,photos/Fragrances/Chance Eau Tendre.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.241067+00
392,1109,Incidence,100,Yves De Sistelle,Women,,,photos/Fragrances/Incidence.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.316566+00
393,1110,Bulgari Jasmine Noir,101,Bvlgari,Women,,,photos/Fragrances/Bulgari Jasmine Noir.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.403459+00
394,1111,Marc Jacobs Perfect Intense,96,Marc Jacobs,Women,,,photos/Fragrances/Marc Jacobs Perfect Intense.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.475038+00
395,1201,Melle Eau Tres Belle,102,Azzaro,Women,,,photos/Fragrances/Coco Melle.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.557311+00
396,1202,Elle,102,Azzaro,Women,,,photos/Fragrances/Ambre Eternelle.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.640308+00
397,1204,1881,103,Cerruti,Women,,,photos/Fragrances/1881 for men.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.747304+00
398,1205,Crème Brûlée,,,Women,,,,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:30:34.629006+00
399,1206,Love,104,Killian,Women,,,photos/Fragrances/V valentino.avif,true,2025-09-18 18:30:34.629006+00,2025-10-14 23:11:55.99282+00
400,1207,Paradox,105,Prada,Women,,,photos/Fragrances/Paradox Intens.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:47.924281+00
401,1208,Sugar,105,Prada,Women,,,photos/Fragrances/Sugar prada.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:48.028131+00
402,1209,Femme,105,Prada,Women,,,photos/Fragrances/prada femme.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:48.13859+00
403,1210,Paradox Intense,105,Prada,Women,,,photos/Fragrances/Paradox Intens.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:48.228564+00
404,1211,Good Girl Gone Bad,104,Killian,Women,,,photos/Fragrances/Good Girl Gone Bad.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:48.315524+00
405,1212,Sun Kissed Goddess,104,Killian,Women,,,photos/Fragrances/Melody Of The Sun.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:48.727017+00
406,1301,Winter,106,Zara,Women,,,photos/Fragrances/Winter zara.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:48.821295+00
407,1302,Nudes Bouquet,106,Zara,Women,,,photos/Fragrances/Nudes Bouquet.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:48.942494+00
408,1303,Orchid,106,Zara,Women,,,photos/Fragrances/Black Orchid.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.04103+00
409,1304,Rose,106,Zara,Women,,,photos/Fragrances/212 Vip Rose Smily.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.115883+00
410,1305,Black Amber,106,Zara,Women,,,photos/Fragrances/Black Afgano.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.227561+00
411,1306,Fruity,106,Zara,Women,,,,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:30:34.629006+00
412,1307,Wonder Rose,106,Zara,Women,,,photos/Fragrances/Wonder Rose zara.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.328317+00
413,1308,Peony,106,Zara,Women,,,photos/Fragrances/Peony zara.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.425334+00
414,1309,Golden Decade,106,Zara,Women,,,photos/Fragrances/Golden Decade.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.546665+00
415,1310,Gardenia,106,Zara,Women,,,photos/Fragrances/Gardenia.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.657526+00
416,1311,Cherry Smoothie,106,Zara,Women,,,photos/Fragrances/Burning Cherry.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.746367+00
417,1312,Tropical,106,Zara,Women,,,photos/Fragrances/zara Tropical.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.889901+00
418,1313,Oriental,106,Zara,Women,,,photos/Fragrances/zara Oriental.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:49.977238+00
419,1314,Venice,106,Zara,Women,,,photos/Fragrances/Venice.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.064057+00
420,1315,Femme,106,Zara,Women,,,photos/Fragrances/prada femme.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.147462+00
421,1401,Flora,107,Gucci,Women,,,photos/Fragrances/gucci flora.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.24342+00
422,1402,Bloom,107,Gucci,Women,,,photos/Fragrances/gucci Bloom.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.338345+00
423,1403,Bamboo,107,Gucci,Women,,,,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:30:34.629006+00
424,1404,Guilty Black,107,Gucci,Women,,,photos/Fragrances/Guilty.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.441233+00
425,1405,Envy Me,107,Gucci,Women,,,photos/Fragrances/Envy Me.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.522936+00
426,1406,Yellow Diamond,108,Versace,Women,,,photos/Fragrances/Yellow Diamond.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.609611+00
427,1407,Dylan Purple,108,Versace,Women,,,photos/Fragrances/Dylan Purple.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.694225+00
428,1408,Vanitas,108,Versace,Women,,,photos/Fragrances/Vanitas.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.784952+00
429,1409,Crystal Noir,108,Versace,Women,,,,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:30:34.629006+00
430,1410,Bright Crystal,108,Versace,Women,,,photos/Fragrances/Bright Cristal Absolut.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.903457+00
431,1411,Eros,108,Versace,Women,,,photos/Fragrances/Eros Versace.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:50.990154+00
432,1412,Bright Crystal Absolute,108,Versace,Women,,,photos/Fragrances/Bright Cristal Absolut.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:51.076379+00
433,1501,Taj,109,Escada,Women,,,photos/Fragrances/Taj.avif,true,2025-09-18 18:30:34.629006+00,2025-09-18 18:33:51.149382+00
434,1502,Born In Paradise,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
435,1503,Red Sorbet,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
436,1504,Cherry In The Air,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
437,1505,Fiesta Karioka,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
438,1506,Collection,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
439,1507,Sexy Graffiti,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
440,1508,Candy Love,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
441,1509,Show Me,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
442,1510,Ocean Lounge,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
443,1511,Brisa Cubana,109,Escada,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
444,1601,Poison,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
445,1602,J'Adore,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
446,1603,J'Adore In Joy,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
447,1604,Joy,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
448,1605,Miss Dior Cherie,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
449,1606,J'Adore Lumière,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
450,1607,Miss Dior Blooming,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
451,1608,Poison Girl,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
452,1609,Hypnotic Poison,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
453,1610,Belle De Jour,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
454,1611,Sakura,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
455,1612,Happy Hour,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
456,1613,Addict,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
457,1614,Jadore L'Or,110,Dior,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
458,2101,Fantasy Midnight,111,Britney Spears,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
459,2102,Private Show,111,Britney Spears,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
460,2103,Fantasy,111,Britney Spears,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
461,2104,Paradiso,112,Roberto Cavalli,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
462,2105,Repetto,113,Repetto,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
463,2106,La Belle Fleur Terrible,114,Jean Paul Gaultier,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
464,2107,Scandal,114,Jean Paul Gaultier,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
465,2108,La Belle,114,Jean Paul Gaultier,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
466,2109,So Scandal,114,Jean Paul Gaultier,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
467,2110,Love Story,115,Chloe,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
468,2111,Chloe,115,Chloe,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
469,2112,Nomade,115,Chloe,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
470,2113,La Belle Paradise Garden,114,Jean Paul Gaultier,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
471,2114,Jean Paul Gautier Scandal Absolut -F-,114,Jean Paul Gaultier,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
472,2201,Melle,116,Rochas,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
473,2202,Girl,116,Rochas,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
474,2203,My,117,Burberry,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
475,2204,Her,117,Burberry,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
476,2205,Weekend,117,Burberry,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
477,2206,Black,117,Burberry,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
478,2207,Body,117,Burberry,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
479,2208,Her 2022,117,Burberry,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
480,2209,Her Elixir,117,Burberry,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
481,2210,Quelque Note D'Amour,118,Yves Rocher,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
482,2211,Moment De Bonheur,118,Yves Rocher,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
483,2212,So Elixir,118,Yves Rocher,Women,,,,true,2025-09-18 18:30:34.744589+00,2025-09-18 18:30:34.744589+00
484,2213,Plein Soleil,118,Yves Rocher,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
485,2214,Evidence,118,Yves Rocher,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
486,2215,Goddess,117,Burberry,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
487,2216,Comme Une Evidence,118,Yves Rocher,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
488,2302,Musc For Her,119,Narciso Rodriguez,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
489,2303,Poudré,119,Narciso Rodriguez,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
490,2304,Rouge,119,Narciso Rodriguez,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
491,2305,Because It'S You,120,Armani,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
492,2306,Cashmere,120,Armani,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
493,2307,Narciso Rodriguez FOR HER,119,Narciso Rodriguez,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
494,2301,My Way Floral,120,Armani,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
495,2308,My Way,120,Armani,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
496,2309,Si,120,Armani,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
497,2310,Si Passione,120,Armani,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
498,2312,L'Eau Coture,121,Elie Saab,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
499,2313,Royal,121,Elie Saab,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
500,2314,Girl Of Now,121,Elie Saab,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
501,2315,Vert Malachite,120,Armani,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
502,2316,Le Parfum,121,Elie Saab,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
503,2401,دلع البنات,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
504,2402,El Jazeera,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
505,2403,اميرة العرب,122,Lataffa,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
506,2404,عطر مريم,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
507,2405,صبايا,123,Al Rehab,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
508,2406,مسك الطهارة,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
509,2407,مسك الرمان,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
510,2408,مسك التوت,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
511,2409,هوس,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
512,2410,رسالة,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
513,2411,سحر الكلمات,,,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
514,2412,يارا Yara,122,Lataffa,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
515,2413,Yara Candy,122,Lataffa,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
516,2501,Bare Vanilla,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
517,2502,Coconut Passion,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
518,2503,Wicked,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
519,2504,Jasmine Allure,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
520,2505,Very Sexy,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
521,2506,Bombshell Magic,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
522,2507,Bombshell Night,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
523,2508,Eau So Sexy,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
524,2509,Compassion,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
525,2510,Bombshell Holiday,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
526,2511,Smoke Oud,125,Kayali,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
527,2512,Eden Apple Juicy,125,Kayali,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
528,2513,Burning Cherry,125,Kayali,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
529,2514,Vanilla,125,Kayali,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
530,2515,Eden Sparkling Lychee,125,Kayali,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
531,2516,Very Sexy Touch,124,Victoria'S Secret,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
532,2517,Pistachio,125,Kayali,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
533,2518,Smoky Oud,125,Kayali,Women,,,,true,2025-09-18 18:30:34.897395+00,2025-09-18 18:30:34.897395+00
534,2601,Cloud,126,Ariana Grande,Women,,,,true,2025-09-18 18:30:34.97826+00,2025-09-18 18:30:34.97826+00
535,2602,Suprême Bouquet,127,Yves Saint Laurent,Women,,,,true,2025-09-18 18:30:34.97826+00,2025-09-18 18:30:34.97826+00
536,2603,Libre,127,Yves Saint Laurent,Women,,,,true,2025-09-18 18:30:34.97826+00,2025-09-18 18:30:34.97826+00
537,2604,Mon Paris,127,Yves Saint Laurent,Women,,,,true,2025-09-18 18:30:34.97826+00,2025-09-18 18:30:34.97826+00
538,2605,Paris,127,Yves Saint Laurent,Women,,,,true,2025-09-18 18:30:34.97826+00,2025-09-18 18:30:34.97826+00
539,2606,Yvress,127,Yves Saint Laurent,Women,,,,true,2025-09-18 18:30:34.97826+00,2025-09-18 18:30:34.97826+00
540,2607,Cinema,127,Yves Saint Laurent,Women,,,,true,2025-09-18 18:30:34.97826+00,2025-09-18 18:30:34.97826+00
